date,HH,COE,T,BAU El,COP,BAU The,PCM Mode,Q,SOC,SoCdelta,MaxDis,BAU Cost (GBP),NQ,NSOC
2019-02-02,33,23.0,5.0,28,4.61,258.16,standby,0.0,0.0,0.0,-0.0,6.44,0.0,0.0
2019-02-02,34,26.96,5.0,32,4.61,258.16,standby,0.0,0.0,0.0,-0.0,7.5488,0.0,0.0
2019-02-02,35,28.79,5.0,28,4.61,258.16,standby,0.0,0.0,0.0,-0.0,8.0612,0.0,0.0
2019-02-02,36,31.56,4.0,29,4.804,269.024,standby,0.0,0.0,0.0,-0.0,8.8368,0.0,0.0
2019-02-02,37,30.92,4.0,27,4.804,269.024,standby,0.0,0.0,0.0,-0.0,8.6576,0.0,0.0
2019-02-02,38,28.21,4.0,29,4.804,269.024,standby,0.0,0.0,0.0,-0.0,7.8988,0.0,0.0
2019-02-02,39,15.84,4.0,27,4.804,269.024,standby,0.0,0.0,0.0,-0.0,4.4352,0.0,0.0
2019-02-02,40,14.01,4.0,27,4.804,269.024,standby,0.0,0.0,0.0,-0.0,3.9227999999999996,0.0,0.0
2019-02-02,41,14.52,4.0,26,4.804,269.024,standby,0.0,0.0,0.0,-0.0,4.0656,0.0,0.0
2019-02-02,42,12.47,4.0,27,4.804,269.024,standby,0.0,0.0,0.0,-0.0,3.4916,0.0,0.0
2019-02-02,43,12.41,4.0,26,4.804,269.024,standby,0.0,0.0,0.0,-0.0,3.4748,0.0,0.0
2019-02-02,44,11.92,4.0,28,4.804,269.024,standby,0.0,0.0,0.0,-0.0,3.3376,0.0,0.0
2019-02-02,45,12.19,4.0,26,4.804,269.024,standby,0.0,0.0,0.0,-0.0,3.4132,0.0,0.0
2019-02-02,46,12.19,4.0,27,4.804,269.024,standby,0.0,0.0,0.0,-0.0,3.4132,0.0,0.0
2019-02-02,47,10.76,4.0,24,4.804,269.024,standby,0.0,0.0,0.0,-0.0,3.0128,0.0,0.0
2019-02-02,48,11.44,3.0,25,4.998,279.88800000000003,standby,0.0,0.0,0.0,-0.0,3.2032,0.0,0.0
2019-02-03,1,11.44,3.0,22,4.998,279.88800000000003,standby,0.0,0.0,0.0,-0.0,3.2032,0.0,0.0
2019-02-03,2,12.65,3.0,25,4.998,279.88800000000003,standby,0.0,0.0,0.0,-0.0,3.542,0.0,0.0
2019-02-03,3,13.38,3.0,22,4.998,279.88800000000003,standby,0.0,0.0,0.0,-0.0,3.7464000000000004,0.0,0.0
2019-02-03,4,11.53,2.0,22,5.192,290.752,standby,0.0,0.0,0.0,-0.0,3.2283999999999997,0.0,0.0
2019-02-03,5,11.66,2.0,21,5.192,290.752,standby,0.0,0.0,0.0,-0.0,3.2648,0.0,0.0
2019-02-03,6,11.02,2.0,23,5.192,290.752,standby,0.0,0.0,0.0,-0.0,3.0856,0.0,0.0
2019-02-03,7,10.3,2.0,22,5.192,290.752,standby,0.0,0.0,0.0,-0.0,2.8840000000000003,0.0,0.0
2019-02-03,8,9.5,1.0,21,5.386,301.616,standby,0.0,0.0,0.0,-0.0,2.66,0.0,0.0
2019-02-03,9,9.55,1.0,20,5.386,301.616,standby,0.0,0.0,0.0,-0.0,2.6740000000000004,0.0,0.0
2019-02-03,10,9.5,1.0,22,5.386,301.616,standby,0.0,0.0,0.0,-0.0,2.66,0.0,0.0
2019-02-03,11,9.5,1.0,23,5.386,301.616,standby,0.0,0.0,0.0,-0.0,2.66,0.0,0.0
2019-02-03,12,9.5,1.0,21,5.386,301.616,standby,0.0,0.0,0.0,-0.0,2.66,0.0,0.0
2019-02-03,13,9.55,1.0,21,5.386,301.616,standby,0.0,0.0,0.0,-0.0,2.6740000000000004,0.0,0.0
2019-02-03,14,9.46,0.0,20,5.58,312.48,standby,0.0,0.0,0.0,-0.0,2.6488,0.0,0.0
2019-02-03,15,8.8,0.0,21,5.58,312.48,charging,76.85403,38.4,38.427015,-0.0,2.4640000000000004,80.0,40.0
2019-02-03,16,8.8,-1.0,23,5.8100000000000005,325.36,charging,80.0,78.4,40.0,-0.0,2.4640000000000004,80.0,80.0
2019-02-03,17,9.22,-1.0,22,5.8100000000000005,325.36,standby,0.0,78.4,0.0,-0.0,2.5816000000000003,3.40931,81.7
2019-02-03,18,9.24,0.0,22,5.58,312.48,standby,0.0,78.4,0.0,-0.0,2.5872,0.0,81.7
2019-02-03,19,10.48,0.0,20,5.58,312.48,standby,0.0,78.4,0.0,-0.0,2.9344,0.0,81.7
2019-02-03,20,10.89,1.0,22,5.386,301.616,standby,0.0,78.4,0.0,-0.0,3.0492000000000004,0.0,81.7
2019-02-03,21,11.66,1.0,24,5.386,301.616,standby,0.0,78.4,0.0,-0.0,3.2648,0.0,81.7
2019-02-03,22,11.44,2.0,24,5.192,290.752,standby,0.0,78.4,0.0,-0.0,3.2032,0.0,81.7
2019-02-03,23,11.44,2.0,24,5.192,290.752,standby,0.0,78.4,0.0,-0.0,3.2032,0.0,81.7
2019-02-03,24,11.33,3.0,25,4.998,279.88800000000003,standby,0.0,78.4,0.0,-0.0,3.1724,0.0,81.7
2019-02-03,25,11.44,3.0,28,4.998,279.88800000000003,standby,0.0,78.4,0.0,-0.0,3.2032,0.0,81.7
2019-02-03,26,11.88,5.0,29,4.61,258.16,standby,0.0,78.4,0.0,-0.0,3.3264000000000005,0.0,81.7
2019-02-03,27,12.3,5.0,28,4.61,258.16,standby,0.0,78.4,0.0,-0.0,3.4440000000000004,0.0,81.7
2019-02-03,28,12.1,6.0,29,4.446000000000001,248.97600000000003,discharging,-5.3468,75.7,-2.6734,-5.5,3.388,-5.5,79.0
2019-02-03,29,12.32,6.0,27,4.446000000000001,248.97600000000003,discharging,-5.3468,73.0,-2.6734,-5.2,3.4496,-5.2,76.4
2019-02-03,30,11.81,6.0,31,4.446000000000001,248.97600000000003,discharging,-5.3468,70.3,-2.6734,-5.9,3.3068,-5.91968,73.4
2019-02-03,31,9.99,6.0,28,4.446000000000001,248.97600000000003,discharging,-5.3468,67.6,-2.6734,-5.3,2.7972,-5.3,70.8
2019-02-03,32,10.63,6.0,30,4.446000000000001,248.97600000000003,discharging,-5.3468,64.9,-2.6734,-5.7,2.9764000000000004,-5.7,68.0
2019-02-03,33,23.68,6.0,28,4.446000000000001,248.97600000000003,discharging,-5.3468,62.2,-2.6734,-5.3,6.6304,-5.3,65.3
2019-02-03,34,27.4,6.0,28,4.446000000000001,248.97600000000003,discharging,-5.3468,59.5,-2.6734,-5.3,7.672,-5.3,62.6
2019-02-03,35,29.6,6.0,26,4.446000000000001,248.97600000000003,discharging,-5.3468,56.8,-2.6734,-5.0,8.288,-5.0,60.1
2019-02-03,36,31.36,5.0,23,4.61,258.16,standby,0.0,56.8,0.0,-0.0,8.7808,0.0,60.1
2019-02-03,37,29.6,5.0,24,4.61,258.16,standby,0.0,56.8,0.0,-0.0,8.288,0.0,60.1
2019-02-03,38,26.96,5.0,22,4.61,258.16,standby,0.0,56.8,0.0,-0.0,7.5488,0.0,60.1
2019-02-03,39,13.64,5.0,22,4.61,258.16,standby,0.0,56.8,0.0,-0.0,3.8192000000000004,0.0,60.1
2019-02-03,40,12.1,6.0,23,4.446000000000001,248.97600000000003,discharging,-5.3468,54.1,-2.6734,-4.4,3.388,-4.4,57.9
2019-02-03,41,12.14,6.0,21,4.446000000000001,248.97600000000003,discharging,-5.3468,51.4,-2.6734,-4.0,3.3992,-4.0,55.9
